CH1SET,CH2SET,CH3SET,CH4SET,CH5SET,CH6SET,CH7SET,CH8SET,CH1SET1,CH2SET1,CH3SET1,CH4SET1,CH5SET1,CH6SET1,CH7SET1,CH8SET1
206226, -24596, 315573, 419339, -29016, 63175, 288158, -21556, -24596, 315573, 419339, -29016, 63175, 288158, -21556, -24596, 315573, 419339, -29016, 63175, 288158, -21556
206346, -24495, 308561, 421178, -28910, 59086, 292909, -21784, -24495, 308561, 421178, -28910, 59086, 292909, -21784, -24495, 308561, 421178, -28910, 59086, 292909, -21784
208860, -24068, 290044, 434501, -28951, 64298, 245715, -21669, -24068, 290044, 434501, -28951, 64298, 245715, -21669, -24068, 290044, 434501, -28951, 64298, 245715, -21669
208323, -24527, 293686, 430908, -29051, 59921, 220816, -21512, -24527, 293686, 430908, -29051, 59921, 220816, -21512, -24527, 293686, 430908, -29051, 59921, 220816, -21512
201374, -24646, 302000, 433152, -28684, 65933, 250346, -21484, -24646, 302000, 433152, -28684, 65933, 250346, -21484, -24646, 302000, 433152, -28684, 65933, 250346, -21484
195747, -24686, 309290, 440354, -28872, 69513, 253113, -21481, -24686, 309290, 440354, -28872, 69513, 253113, -21481, -24686, 309290, 440354, -28872, 69513, 253113, -21481
198673, -24869, 309818, 444428, -28956, 65623, 271409, -21446, -24869, 309818, 444428, -28956, 65623, 271409, -21446, -24869, 309818, 444428, -28956, 65623, 271409, -21446
205917, -25064, 296198, 426604, -28662, 59859, 299908, -21623, -25064, 296198, 426604, -28662, 59859, 299908, -21623, -25064, 296198, 426604, -28662, 59859, 299908, -21623
209846, -24745, 299753, 405263, -28637, 57274, 291289, -21856, -24745, 299753, 405263, -28637, 57274, 291289, -21856, -24745, 299753, 405263, -28637, 57274, 291289, -21856
206454, -24874, 301509, 431059, -28924, 62303, 242440, -21639, -24874, 301509, 431059, -28924, 62303, 242440, -21639, -24874, 301509, 431059, -28924, 62303, 242440, -21639
201489, -24698, 294778, 433721, -28930, 60938, 246966, -21802, -24698, 294778, 433721, -28930, 60938, 246966, -21802, -24698, 294778, 433721, -28930, 60938, 246966, -21802
204858, -24908, 309821, 416529, -28666, 65048, 256349, -21497, -24908, 309821, 416529, -28666, 65048, 256349, -21497, -24908, 309821, 416529, -28666, 65048, 256349, -21497
202480, -24392, 313564, 407289, -28567, 64243, 258262, -21680, -24392, 313564, 407289, -28567, 64243, 258262, -21680, -24392, 313564, 407289, -28567, 64243, 258262, -21680
210998, -24567, 300261, 411186, -28930, 62529, 242187, -21657, -24567, 300261, 411186, -28930, 62529, 242187, -21657, -24567, 300261, 411186, -28930, 62529, 242187, -21657
208916, -24514, 299932, 409653, -29151, 62036, 234722, -21479, -24514, 299932, 409653, -29151, 62036, 234722, -21479, -24514, 299932, 409653, -29151, 62036, 234722, -21479
209645, -24200, 308139, 413909, -29005, 65743, 240470, -21343, -24200, 308139, 413909, -29005, 65743, 240470, -21343, -24200, 308139, 413909, -29005, 65743, 240470, -21343
